macamodel,rcp,zone,period,season,seasonal mean P (in)
inmcm4,rcp85,Recharge Zone,2010-2039,Fall,8.402215381834813
IPSL-CM5A-LR,rcp85,Recharge Zone,2010-2039,Fall,8.057058303859137
IPSL-CM5A-MR,rcp85,Recharge Zone,2010-2039,Fall,6.334778392886634
IPSL-CM5B-LR,rcp85,Recharge Zone,2010-2039,Fall,9.76496324147928
MIROC-ESM-CHEM,rcp85,Recharge Zone,2010-2039,Fall,7.4151547223458
MIROC-ESM,rcp85,Recharge Zone,2010-2039,Fall,9.13370948518384
MIROC5,rcp85,Recharge Zone,2010-2039,Fall,6.83585122089263
MRI-CGCM3,rcp85,Recharge Zone,2010-2039,Fall,9.502388205466817
NorESM1-M,rcp85,Recharge Zone,2010-2039,Fall,7.4500927520572695
bcc-csm1-1-m,rcp85,Recharge Zone,2040-2069,Fall,9.137367040943825
bcc-csm1-1,rcp85,Recharge Zone,2040-2069,Fall,9.766299838091411
BNU-ESM,rcp85,Recharge Zone,2040-2069,Fall,6.218088513835033
CanESM2,rcp85,Recharge Zone,2040-2069,Fall,8.721036333417915
CCSM4,rcp85,Recharge Zone,2040-2069,Fall,7.422954109835614
CNRM-CM5,rcp85,Recharge Zone,2040-2069,Fall,7.612063631200276
CSIRO-Mk3-6-0,rcp85,Recharge Zone,2040-2069,Fall,7.849346396486141
GFDL-ESM2G,rcp85,Recharge Zone,2040-2069,Fall,7.40447855750772
GFDL-ESM2M,rcp85,Recharge Zone,2040-2069,Fall,7.025608910588658
HadGEM2-CC365,rcp85,Recharge Zone,2040-2069,Fall,9.848063164314722
HadGEM2-ES365,rcp85,Recharge Zone,2040-2069,Fall,9.505961971437298
inmcm4,rcp85,Recharge Zone,2040-2069,Fall,6.821140805282609
IPSL-CM5A-LR,rcp85,Recharge Zone,2040-2069,Fall,8.769032654897861
IPSL-CM5A-MR,rcp85,Recharge Zone,2040-2069,Fall,6.19186189156445
IPSL-CM5B-LR,rcp85,Recharge Zone,2040-2069,Fall,10.260216745248888
MIROC-ESM-CHEM,rcp85,Recharge Zone,2040-2069,Fall,7.544894181585364
MIROC-ESM,rcp85,Recharge Zone,2040-2069,Fall,8.661020367268144
MIROC5,rcp85,Recharge Zone,2040-2069,Fall,6.941946884002615
MRI-CGCM3,rcp85,Recharge Zone,2040-2069,Fall,8.366056477687913
NorESM1-M,rcp85,Recharge Zone,2040-2069,Fall,7.142286940980183
bcc-csm1-1-m,rcp85,Recharge Zone,2070-2099,Fall,9.56626106473572
bcc-csm1-1,rcp85,Recharge Zone,2070-2099,Fall,12.510587740911253
BNU-ESM,rcp85,Recharge Zone,2070-2099,Fall,5.839102092397701
CanESM2,rcp85,Recharge Zone,2070-2099,Fall,10.622272735970006
CCSM4,rcp85,Recharge Zone,2070-2099,Fall,8.588776510528845
CNRM-CM5,rcp85,Recharge Zone,2070-2099,Fall,7.079228043940646
CSIRO-Mk3-6-0,rcp85,Recharge Zone,2070-2099,Fall,8.646514674046422
GFDL-ESM2G,rcp85,Recharge Zone,2070-2099,Fall,8.68629657621778
GFDL-ESM2M,rcp85,Recharge Zone,2070-2099,Fall,6.588845887631295
HadGEM2-CC365,rcp85,Recharge Zone,2070-2099,Fall,8.917535437348224
HadGEM2-ES365,rcp85,Recharge Zone,2070-2099,Fall,10.244854660656847
inmcm4,rcp85,Recharge Zone,2070-2099,Fall,6.714141649575244
IPSL-CM5A-LR,rcp85,Recharge Zone,2070-2099,Fall,7.1683194852998815
IPSL-CM5A-MR,rcp85,Recharge Zone,2070-2099,Fall,6.273534890078638
IPSL-CM5B-LR,rcp85,Recharge Zone,2070-2099,Fall,10.883353240163911
MIROC-ESM-CHEM,rcp85,Recharge Zone,2070-2099,Fall,7.6185178028708025
MIROC-ESM,rcp85,Recharge Zone,2070-2099,Fall,8.988800573032398
MIROC5,rcp85,Recharge Zone,2070-2099,Fall,5.773229054879646
MRI-CGCM3,rcp85,Recharge Zone,2070-2099,Fall,8.913685590899563
NorESM1-M,rcp85,Recharge Zone,2070-2099,Fall,6.091199379867399
bcc-csm1-1-m,rcp45,Contributing Zone,1971-2000,Fall,8.88803286002004
bcc-csm1-1,rcp45,Contributing Zone,1971-2000,Fall,8.580746039512908
BNU-ESM,rcp45,Contributing Zone,1971-2000,Fall,8.452870402510046
CanESM2,rcp45,Contributing Zone,1971-2000,Fall,8.374632904843637
CCSM4,rcp45,Contributing Zone,1971-2000,Fall,8.559419332012915
CNRM-CM5,rcp45,Contributing Zone,1971-2000,Fall,7.958265408197396
CSIRO-Mk3-6-0,rcp45,Contributing Zone,1971-2000,Fall,9.401122761946105
GFDL-ESM2G,rcp45,Contributing Zone,1971-2000,Fall,8.990719798556972
GFDL-ESM2M,rcp45,Contributing Zone,1971-2000,Fall,9.037876806501249
HadGEM2-CC365,rcp45,Contributing Zone,1971-2000,Fall,8.039593506067517
HadGEM2-ES365,rcp45,Contributing Zone,1971-2000,Fall,8.98264200433892
inmcm4,rcp45,Contributing Zone,1971-2000,Fall,8.89431521505036
IPSL-CM5A-LR,rcp45,Contributing Zone,1971-2000,Fall,8.502921330426949
IPSL-CM5A-MR,rcp45,Contributing Zone,1971-2000,Fall,8.41683139125204
IPSL-CM5B-LR,rcp45,Contributing Zone,1971-2000,Fall,8.700502115322344
MIROC-ESM-CHEM,rcp45,Contributing Zone,1971-2000,Fall,8.662069651432747
MIROC-ESM,rcp45,Contributing Zone,1971-2000,Fall,9.457952119510994
MIROC5,rcp45,Contributing Zone,1971-2000,Fall,7.744628948696259
MRI-CGCM3,rcp45,Contributing Zone,1971-2000,Fall,8.17749115667881
NorESM1-M,rcp45,Contributing Zone,1971-2000,Fall,8.23040967353618
bcc-csm1-1-m,rcp45,Contributing Zone,1950-2005,Fall,8.758011505776409
bcc-csm1-1,rcp45,Contributing Zone,1950-2005,Fall,8.535035992065145
BNU-ESM,rcp45,Contributing Zone,1950-2005,Fall,8.711193096550693
CanESM2,rcp45,Contributing Zone,1950-2005,Fall,8.618934267013424
CCSM4,rcp45,Contributing Zone,1950-2005,Fall,8.646781056430854
CNRM-CM5,rcp45,Contributing Zone,1950-2005,Fall,8.536963488287942
CSIRO-Mk3-6-0,rcp45,Contributing Zone,1950-2005,Fall,8.730452340080321
GFDL-ESM2G,rcp45,Contributing Zone,1950-2005,Fall,8.599439981966036
GFDL-ESM2M,rcp45,Contributing Zone,1950-2005,Fall,8.749767827742712
HadGEM2-CC365,rcp45,Contributing Zone,1950-2005,Fall,8.62581447386522
HadGEM2-ES365,rcp45,Contributing Zone,1950-2005,Fall,8.726071700432502
inmcm4,rcp45,Contributing Zone,1950-2005,Fall,8.498399100453963
IPSL-CM5A-LR,rcp45,Contributing Zone,1950-2005,Fall,8.493534215151717
IPSL-CM5A-MR,rcp45,Contributing Zone,1950-2005,Fall,8.622499777349368
IPSL-CM5B-LR,rcp45,Contributing Zone,1950-2005,Fall,8.66163790912612
MIROC-ESM-CHEM,rcp45,Contributing Zone,1950-2005,Fall,8.786177747647368
MIROC-ESM,rcp45,Contributing Zone,1950-2005,Fall,8.692759861144339
MIROC5,rcp45,Contributing Zone,1950-2005,Fall,8.69341700501756
MRI-CGCM3,rcp45,Contributing Zone,1950-2005,Fall,8.622528424078324
NorESM1-M,rcp45,Contributing Zone,1950-2005,Fall,8.672302487354635
bcc-csm1-1-m,rcp45,Contributing Zone,2010-2039,Fall,9.767222814804143
bcc-csm1-1,rcp45,Contributing Zone,2010-2039,Fall,10.843604086325033
BNU-ESM,rcp45,Contributing Zone,2010-2039,Fall,8.236322131469002
CanESM2,rcp45,Contributing Zone,2010-2039,Fall,8.087679568834314
CCSM4,rcp45,Contributing Zone,2010-2039,Fall,8.439551346005455
CNRM-CM5,rcp45,Contributing Zone,2010-2039,Fall,6.8486627523004335
CSIRO-Mk3-6-0,rcp45,Contributing Zone,2010-2039,Fall,7.894533864395254
GFDL-ESM2G,rcp45,Contributing Zone,2010-2039,Fall,7.767930774922661
GFDL-ESM2M,rcp45,Contributing Zone,2010-2039,Fall,9.047685417924612
HadGEM2-CC365,rcp45,Contributing Zone,2010-2039,Fall,7.313872668365098
HadGEM2-ES365,rcp45,Contributing Zone,2010-2039,Fall,8.848572626805932
inmcm4,rcp45,Contributing Zone,2010-2039,Fall,8.939176760569651
IPSL-CM5A-LR,rcp45,Contributing Zone,2010-2039,Fall,8.002543983753375
IPSL-CM5A-MR,rcp45,Contributing Zone,2010-2039,Fall,8.515198343615506
IPSL-CM5B-LR,rcp45,Contributing Zone,2010-2039,Fall,9.346972121827815
MIROC-ESM-CHEM,rcp45,Contributing Zone,2010-2039,Fall,8.169645039625934
MIROC-ESM,rcp45,Contributing Zone,2010-2039,Fall,9.483847188037709
MIROC5,rcp45,Contributing Zone,2010-2039,Fall,6.531539497155111
MRI-CGCM3,rcp45,Contributing Zone,2010-2039,Fall,8.79243966671941
NorESM1-M,rcp45,Contributing Zone,2010-2039,Fall,7.768946749949735
bcc-csm1-1-m,rcp45,Contributing Zone,2040-2069,Fall,9.276813087306136
bcc-csm1-1,rcp45,Contributing Zone,2040-2069,Fall,9.530039961040618
BNU-ESM,rcp45,Contributing Zone,2040-2069,Fall,7.935130509506409
CanESM2,rcp45,Contributing Zone,2040-2069,Fall,8.495173529783061
CCSM4,rcp45,Contributing Zone,2040-2069,Fall,9.662229527726945
CNRM-CM5,rcp45,Contributing Zone,2040-2069,Fall,8.21005575156095
CSIRO-Mk3-6-0,rcp45,Contributing Zone,2040-2069,Fall,9.946028290930439
GFDL-ESM2G,rcp45,Contributing Zone,2040-2069,Fall,7.756420760104692
GFDL-ESM2M,rcp45,Contributing Zone,2040-2069,Fall,9.044713801324134
HadGEM2-CC365,rcp45,Contributing Zone,2040-2069,Fall,9.172478021569177
HadGEM2-ES365,rcp45,Contributing Zone,2040-2069,Fall,7.9893342391477855
inmcm4,rcp45,Contributing Zone,2040-2069,Fall,8.93294914875868
IPSL-CM5A-LR,rcp45,Contributing Zone,2040-2069,Fall,7.701532790365763
IPSL-CM5A-MR,rcp45,Contributing Zone,2040-2069,Fall,6.338166760521454
IPSL-CM5B-LR,rcp45,Contributing Zone,2040-2069,Fall,10.182782620365096
MIROC-ESM-CHEM,rcp45,Contributing Zone,2040-2069,Fall,8.843824032107323
MIROC-ESM,rcp45,Contributing Zone,2040-2069,Fall,9.05951666102344
MIROC5,rcp45,Contributing Zone,2040-2069,Fall,6.734661203169749
MRI-CGCM3,rcp45,Contributing Zone,2040-2069,Fall,9.520208214891447
NorESM1-M,rcp45,Contributing Zone,2040-2069,Fall,7.452905602915472
bcc-csm1-1-m,rcp45,Contributing Zone,2070-2099,Fall,9.01420356872677
bcc-csm1-1,rcp45,Contributing Zone,2070-2099,Fall,7.7826754598458505
BNU-ESM,rcp45,Contributing Zone,2070-2099,Fall,7.261880843316155
CanESM2,rcp45,Contributing Zone,2070-2099,Fall,7.8337901510755
CCSM4,rcp45,Contributing Zone,2070-2099,Fall,8.526734895640626
CNRM-CM5,rcp45,Contributing Zone,2070-2099,Fall,8.350328481164013
CSIRO-Mk3-6-0,rcp45,Contributing Zone,2070-2099,Fall,9.150318962594335
GFDL-ESM2G,rcp45,Contributing Zone,2070-2099,Fall,8.28065198462512
GFDL-ESM2M,rcp45,Contributing Zone,2070-2099,Fall,9.693141284321882
HadGEM2-CC365,rcp45,Contributing Zone,2070-2099,Fall,7.0949941308971365
HadGEM2-ES365,rcp45,Contributing Zone,2070-2099,Fall,12.254301005377929
inmcm4,rcp45,Contributing Zone,2070-2099,Fall,9.159114620543653
IPSL-CM5A-LR,rcp45,Contributing Zone,2070-2099,Fall,7.842288651091532
IPSL-CM5A-MR,rcp45,Contributing Zone,2070-2099,Fall,6.878450749103937
IPSL-CM5B-LR,rcp45,Contributing Zone,2070-2099,Fall,9.874284698811078
MIROC-ESM-CHEM,rcp45,Contributing Zone,2070-2099,Fall,8.439060839616571
MIROC-ESM,rcp45,Contributing Zone,2070-2099,Fall,9.610214441158291
MIROC5,rcp45,Contributing Zone,2070-2099,Fall,7.37584946135199
MRI-CGCM3,rcp45,Contributing Zone,2070-2099,Fall,11.613253764490091
NorESM1-M,rcp45,Contributing Zone,2070-2099,Fall,8.167336410038907
bcc-csm1-1-m,rcp85,Contributing Zone,1971-2000,Fall,8.88803286002004
bcc-csm1-1,rcp85,Contributing Zone,1971-2000,Fall,8.580746039512908
BNU-ESM,rcp85,Contributing Zone,1971-2000,Fall,8.452870402510046
CanESM2,rcp85,Contributing Zone,1971-2000,Fall,8.374632904843637
CCSM4,rcp85,Contributing Zone,1971-2000,Fall,8.559419332012915
CNRM-CM5,rcp85,Contributing Zone,1971-2000,Fall,7.958265408197396
CSIRO-Mk3-6-0,rcp85,Contributing Zone,1971-2000,Fall,9.401122761946105
GFDL-ESM2G,rcp85,Contributing Zone,1971-2000,Fall,8.990719798556972
GFDL-ESM2M,rcp85,Contributing Zone,1971-2000,Fall,9.037876806501249
HadGEM2-CC365,rcp85,Contributing Zone,1971-2000,Fall,8.039593506067517
HadGEM2-ES365,rcp85,Contributing Zone,1971-2000,Fall,8.98264200433892
inmcm4,rcp85,Contributing Zone,1971-2000,Fall,8.89431521505036
IPSL-CM5A-LR,rcp85,Contributing Zone,1971-2000,Fall,8.502921330426949
IPSL-CM5A-MR,rcp85,Contributing Zone,1971-2000,Fall,8.41683139125204
IPSL-CM5B-LR,rcp85,Contributing Zone,1971-2000,Fall,8.700502115322344
MIROC-ESM-CHEM,rcp85,Contributing Zone,1971-2000,Fall,8.662069651432747
MIROC-ESM,rcp85,Contributing Zone,1971-2000,Fall,9.457952119510994
MIROC5,rcp85,Contributing Zone,1971-2000,Fall,7.744628948696259
MRI-CGCM3,rcp85,Contributing Zone,1971-2000,Fall,8.17749115667881
NorESM1-M,rcp85,Contributing Zone,1971-2000,Fall,8.23040967353618
bcc-csm1-1-m,rcp85,Contributing Zone,1950-2005,Fall,8.758011505776409
bcc-csm1-1,rcp85,Contributing Zone,1950-2005,Fall,8.535035992065145
BNU-ESM,rcp85,Contributing Zone,1950-2005,Fall,8.711193096550693
CanESM2,rcp85,Contributing Zone,1950-2005,Fall,8.618934267013424
CCSM4,rcp85,Contributing Zone,1950-2005,Fall,8.646781056430854
CNRM-CM5,rcp85,Contributing Zone,1950-2005,Fall,8.536963488287942
CSIRO-Mk3-6-0,rcp85,Contributing Zone,1950-2005,Fall,8.730452340080321
GFDL-ESM2G,rcp85,Contributing Zone,1950-2005,Fall,8.599439981966036
GFDL-ESM2M,rcp85,Contributing Zone,1950-2005,Fall,8.749767827742712
HadGEM2-CC365,rcp85,Contributing Zone,1950-2005,Fall,8.62581447386522
HadGEM2-ES365,rcp85,Contributing Zone,1950-2005,Fall,8.726071700432502
inmcm4,rcp85,Contributing Zone,1950-2005,Fall,8.498399100453963
IPSL-CM5A-LR,rcp85,Contributing Zone,1950-2005,Fall,8.493534215151717
IPSL-CM5A-MR,rcp85,Contributing Zone,1950-2005,Fall,8.622499777349368
IPSL-CM5B-LR,rcp85,Contributing Zone,1950-2005,Fall,8.66163790912612
MIROC-ESM-CHEM,rcp85,Contributing Zone,1950-2005,Fall,8.786177747647368
MIROC-ESM,rcp85,Contributing Zone,1950-2005,Fall,8.692759861144339
MIROC5,rcp85,Contributing Zone,1950-2005,Fall,8.69341700501756
MRI-CGCM3,rcp85,Contributing Zone,1950-2005,Fall,8.622528424078324
NorESM1-M,rcp85,Contributing Zone,1950-2005,Fall,8.672302487354635
bcc-csm1-1-m,rcp85,Contributing Zone,2010-2039,Fall,10.182536286125682
bcc-csm1-1,rcp85,Contributing Zone,2010-2039,Fall,9.305726744068812
BNU-ESM,rcp85,Contributing Zone,2010-2039,Fall,8.182377612926961
CanESM2,rcp85,Contributing Zone,2010-2039,Fall,8.116552786952562
CCSM4,rcp85,Contributing Zone,2010-2039,Fall,9.32714632648921
CNRM-CM5,rcp85,Contributing Zone,2010-2039,Fall,8.957627250981812
CSIRO-Mk3-6-0,rcp85,Contributing Zone,2010-2039,Fall,8.752170377339864
GFDL-ESM2G,rcp85,Contributing Zone,2010-2039,Fall,9.19991652091054
GFDL-ESM2M,rcp85,Contributing Zone,2010-2039,Fall,9.101217395116084
HadGEM2-CC365,rcp85,Contributing Zone,2010-2039,Fall,8.415424528277462
HadGEM2-ES365,rcp85,Contributing Zone,2010-2039,Fall,8.608729742361607
inmcm4,rcp85,Contributing Zone,2010-2039,Fall,9.00192723617351
IPSL-CM5A-LR,rcp85,Contributing Zone,2010-2039,Fall,8.789548256647212
IPSL-CM5A-MR,rcp85,Contributing Zone,2010-2039,Fall,6.902916093795045
IPSL-CM5B-LR,rcp85,Contributing Zone,2010-2039,Fall,10.723113338723467
MIROC-ESM-CHEM,rcp85,Contributing Zone,2010-2039,Fall,8.025878749859567
MIROC-ESM,rcp85,Contributing Zone,2010-2039,Fall,9.83209717323509
MIROC5,rcp85,Contributing Zone,2010-2039,Fall,7.2006918679562935
MRI-CGCM3,rcp85,Contributing Zone,2010-2039,Fall,10.156100824834278
NorESM1-M,rcp85,Contributing Zone,2010-2039,Fall,8.096542842179883
bcc-csm1-1-m,rcp85,Contributing Zone,2040-2069,Fall,10.093219359643088
bcc-csm1-1,rcp85,Contributing Zone,2040-2069,Fall,10.65698229111958
BNU-ESM,rcp85,Contributing Zone,2040-2069,Fall,6.718590369085083
CanESM2,rcp85,Contributing Zone,2040-2069,Fall,9.325493390903876
CCSM4,rcp85,Contributing Zone,2040-2069,Fall,7.926859537114523
CNRM-CM5,rcp85,Contributing Zone,2040-2069,Fall,8.069327685268565
CSIRO-Mk3-6-0,rcp85,Contributing Zone,2040-2069,Fall,8.626381026438304
GFDL-ESM2G,rcp85,Contributing Zone,2040-2069,Fall,8.183164988888443
GFDL-ESM2M,rcp85,Contributing Zone,2040-2069,Fall,7.492626895581237
HadGEM2-CC365,rcp85,Contributing Zone,2040-2069,Fall,10.437104828311076
HadGEM2-ES365,rcp85,Contributing Zone,2040-2069,Fall,10.113822170934736
inmcm4,rcp85,Contributing Zone,2040-2069,Fall,7.39054791579482
IPSL-CM5A-LR,rcp85,Contributing Zone,2040-2069,Fall,9.580830474517352
IPSL-CM5A-MR,rcp85,Contributing Zone,2040-2069,Fall,6.862675248220126
IPSL-CM5B-LR,rcp85,Contributing Zone,2040-2069,Fall,11.410744250314819
MIROC-ESM-CHEM,rcp85,Contributing Zone,2040-2069,Fall,8.323059863908865
MIROC-ESM,rcp85,Contributing Zone,2040-2069,Fall,9.568282945753971
MIROC5,rcp85,Contributing Zone,2040-2069,Fall,7.479208871652876
MRI-CGCM3,rcp85,Contributing Zone,2040-2069,Fall,9.32085347230448
NorESM1-M,rcp85,Contributing Zone,2040-2069,Fall,7.742793251912577
bcc-csm1-1-m,rcp85,Contributing Zone,2070-2099,Fall,10.507051516809462
bcc-csm1-1,rcp85,Contributing Zone,2070-2099,Fall,13.864243870373553
BNU-ESM,rcp85,Contributing Zone,2070-2099,Fall,6.4818823999083035
CanESM2,rcp85,Contributing Zone,2070-2099,Fall,11.598999729113181
CCSM4,rcp85,Contributing Zone,2070-2099,Fall,9.372208248100147
CNRM-CM5,rcp85,Contributing Zone,2070-2099,Fall,7.495454718887628
CSIRO-Mk3-6-0,rcp85,Contributing Zone,2070-2099,Fall,9.188537200300658
GFDL-ESM2G,rcp85,Contributing Zone,2070-2099,Fall,9.51088559053911
GFDL-ESM2M,rcp85,Contributing Zone,2070-2099,Fall,6.962914043493215
HadGEM2-CC365,rcp85,Contributing Zone,2070-2099,Fall,9.544766034484482
HadGEM2-ES365,rcp85,Contributing Zone,2070-2099,Fall,11.454850820061269
inmcm4,rcp85,Contributing Zone,2070-2099,Fall,7.04245721889124
IPSL-CM5A-LR,rcp85,Contributing Zone,2070-2099,Fall,7.828032538031328
IPSL-CM5A-MR,rcp85,Contributing Zone,2070-2099,Fall,6.845400506822608
IPSL-CM5B-LR,rcp85,Contributing Zone,2070-2099,Fall,11.891966672349875
MIROC-ESM-CHEM,rcp85,Contributing Zone,2070-2099,Fall,8.356509407099054
MIROC-ESM,rcp85,Contributing Zone,2070-2099,Fall,9.847547721327551
MIROC5,rcp85,Contributing Zone,2070-2099,Fall,6.25505083380729
MRI-CGCM3,rcp85,Contributing Zone,2070-2099,Fall,9.566535253151265
NorESM1-M,rcp85,Contributing Zone,2070-2099,Fall,6.627763589889288
